"Gene_ID","WT_LP1:read count","WT_LP2:read count","WT_EP1:read count","WT_EP2:read count","WT_SP1:read count","WT_SP2:read count"
"gene-SAUSA300_RS09660",77,52,48,63,95,90
"gene-SAUSA300_RS09665",168,253,238,285,296,387
"gene-SAUSA300_RS09670",3,6,2,4,6,6
"gene-SAUSA300_RS09675",11,9,5,17,24,21
"gene-SAUSA300_RS09680",67,54,102,85,111,117
"gene-SAUSA300_RS09685",32,26,36,28,51,45
"gene-SAUSA300_RS09690",60,68,44,75,98,121
"gene-SAUSA300_RS09740",2706,2681,673,569,459,392
"gene-SAUSA300_RS09750",3051,3376,1677,1497,729,809
"gene-SAUSA300_RS09755",1180,1315,649,570,207,225
"gene-SAUSA300_RS09760",3275,3365,1700,1454,624,653
"gene-SAUSA300_RS09765",0,0,0,0,0,0
"gene-SAUSA300_RS09770",24967,24072,2860,2234,3800,3849
"gene-SAUSA300_RS09775",6631,6743,1790,1584,1660,1692
"gene-SAUSA300_RS09780",2224,2314,547,486,584,633
"gene-SAUSA300_RS09785",3731,3896,1570,1285,2145,1970
"gene-SAUSA300_RS09790",9412,9593,4914,3972,5522,5018
"gene-SAUSA300_RS09795",247,249,78,75,101,86
"gene-SAUSA300_RS09800",10749,13332,3150,3033,1529,1741
"gene-SAUSA300_RS09805",3594,4141,1427,1197,1318,1497
"gene-SAUSA300_RS09810",19037,20151,8272,8033,6294,6389
"gene-SAUSA300_RS09815",5063,6584,3440,3696,2792,2867
"gene-SAUSA300_RS09820",28,25,15,9,3,4
"gene-SAUSA300_RS09825",10420,13754,3979,3596,3062,3115
"gene-SAUSA300_RS09830",962,1003,287,290,163,150
"gene-SAUSA300_RS09835",1391,1627,1008,823,1033,951
"gene-SAUSA300_RS09840",799,809,277,252,243,288
"gene-SAUSA300_RS09845",919,903,584,569,441,488
"gene-SAUSA300_RS09850",2629,2660,1275,1150,793,688
"gene-SAUSA300_RS09855",2176,2458,3920,3812,3998,3940
"gene-SAUSA300_RS09860",81,120,37,44,31,24
"gene-SAUSA300_RS09870",18,32,5,2,26,12
"gene-SAUSA300_RS09875",11227,12870,8625,7421,8853,8640
"gene-SAUSA300_RS09880",748,757,317,299,249,248
"gene-SAUSA300_RS09885",1067,1016,868,701,625,635
"gene-SAUSA300_RS09890",241,302,34,39,48,30
"gene-SAUSA300_RS09895",580,553,62,72,50,63
"gene-SAUSA300_RS09900",2044,2378,432,311,288,289
"gene-SAUSA300_RS09905",3,7,3,2,0,1
"gene-SAUSA300_RS10060",2692,3341,1881,1749,2574,2790
"gene-SAUSA300_RS10065",2838,3252,991,1019,1220,1413
"gene-SAUSA300_RS10070",3090,4654,1099,1396,1150,1606
"gene-SAUSA300_RS10075",4016,4084,2734,2326,1795,1820
"gene-SAUSA300_RS10080",2688,3163,1717,1564,1600,1687
"gene-SAUSA300_RS10085",0,0,0,0,0,0
"gene-SAUSA300_RS10090",1770,2078,533,380,348,348
"gene-SAUSA300_RS10095",1891,1919,1316,1233,1045,1087
"gene-SAUSA300_RS10100",473,520,123,139,111,140
"gene-SAUSA300_RS10105",3047,3459,1981,1818,2151,2288
"gene-SAUSA300_RS10115",2149,2694,854,802,708,765
"gene-SAUSA300_RS10120",2933,2897,1727,1563,1159,1209
"gene-SAUSA300_RS10125",48,76,31,39,32,42
"gene-SAUSA300_RS10130",1509,1416,624,629,554,657
"gene-SAUSA300_RS10135",1367,1488,982,865,1010,1043
"gene-SAUSA300_RS10140",5814,6334,3946,3566,4727,5339
"gene-SAUSA300_RS10145",118,177,57,66,51,57
"gene-SAUSA300_RS10150",1749,1993,1815,1739,555,563
"gene-SAUSA300_RS10155",4263,4060,787,665,746,730
"gene-SAUSA300_RS10160",10888,9896,1954,1657,1521,1553
"gene-SAUSA300_RS10165",119,88,20,10,5,10
"gene-SAUSA300_RS10170",12920,12249,3538,2621,2632,2392
"gene-SAUSA300_RS10175",215,354,94,103,154,156
"gene-SAUSA300_RS10180",4939,6070,2749,2458,1677,1823
"gene-SAUSA300_RS10185",3574,3951,846,751,880,959
"gene-SAUSA300_RS10190",2878,2966,616,565,563,550
"gene-SAUSA300_RS10195",821,971,180,133,192,170
"gene-SAUSA300_RS10200",1061,1070,186,205,170,133
"gene-SAUSA300_RS10205",5742,6091,1953,1657,1639,1554
"gene-SAUSA300_RS10215",586,552,674,508,933,816
"gene-SAUSA300_RS10230",39,59,16,29,13,10
"gene-SAUSA300_RS10235",0,0,0,0,0,0
"gene-SAUSA300_RS10240",2135,2472,646,574,193,202
"gene-SAUSA300_RS10245",3147,3311,1147,1004,432,387
"gene-SAUSA300_RS10250",15268,15277,43157,36911,6418,6346
"gene-SAUSA300_RS10255",0,5,0,3,0,0
"gene-SAUSA300_RS10260",771,1079,569,522,262,273
"gene-SAUSA300_RS10265",485,500,318,244,285,266
"gene-SAUSA300_RS10270",1197,1203,1211,1153,2056,2365
"gene-SAUSA300_RS10275",994,1150,691,511,294,326
"gene-SAUSA300_RS10280",3196,3627,1961,1618,1485,1357
"gene-SAUSA300_RS10285",27,30,0,0,4,8
"gene-SAUSA300_RS10290",10841,11394,2222,1918,2825,3034
"gene-SAUSA300_RS10295",4596,5018,929,805,1090,1162
"gene-SAUSA300_RS10300",1843,2074,347,343,548,618
"gene-SAUSA300_RS10305",3143,3480,813,623,1357,1455
"gene-SAUSA300_RS10310",5970,6508,1962,1829,1632,1701
"gene-SAUSA300_RS10315",5344,5133,1535,1322,1177,1271
"gene-SAUSA300_RS10320",3414,3408,1108,973,604,605
"gene-SAUSA300_RS10325",924,920,394,345,195,200
"gene-SAUSA300_RS10330",427,561,325,322,226,260
"gene-SAUSA300_RS10335",8149,8676,8152,7348,5316,5129
"gene-SAUSA300_RS10340",1315,1435,1668,1669,878,854
"gene-SAUSA300_RS10345",318,451,456,622,229,373
"gene-SAUSA300_RS10350",0,3,0,0,0,0
"gene-SAUSA300_RS10355",1354,1285,235,193,174,213
"gene-SAUSA300_RS10360",4846,4651,903,863,731,784
"gene-SAUSA300_RS10365",5724,5475,880,791,653,661
"gene-SAUSA300_RS10370",1417,1674,5024,4522,1423,1482
"gene-SAUSA300_RS10375",840,907,1878,1749,548,591
"gene-SAUSA300_RS10380",0,0,0,0,0,0
"gene-SAUSA300_RS10385",486,538,1130,1071,1067,1006
"gene-SAUSA300_RS10390",749,874,504,427,670,694
"gene-SAUSA300_RS10395",9008,8480,2748,2492,1563,1330
"gene-SAUSA300_RS10400",4214,4930,2061,1744,1873,2027
"gene-SAUSA300_RS10405",1,1,0,0,0,0
"gene-SAUSA300_RS10410",4235,4276,1587,1349,1818,1920
"gene-SAUSA300_RS10415",4256,4665,1125,1025,1267,1296
"gene-SAUSA300_RS10420",99,108,66,65,103,95
"gene-SAUSA300_RS10425",646,615,254,263,540,579
"gene-SAUSA300_RS10430",1375,1320,430,346,513,542
"gene-SAUSA300_RS10435",2942,3893,1834,1927,1936,2352
"gene-SAUSA300_RS10440",423,439,284,277,283,295
"gene-SAUSA300_RS10445",2483,2780,1406,1516,1877,2098
"gene-SAUSA300_RS10450",5315,5736,743,640,2751,2926
"gene-SAUSA300_RS10455",703,959,376,340,1016,1355
"gene-SAUSA300_RS10460",1823,1974,814,764,3538,3701
"gene-SAUSA300_RS10465",364,450,167,209,738,950
"gene-SAUSA300_RS10470",1511,1773,827,762,3565,4090
"gene-SAUSA300_RS10475",1234,1352,576,551,2970,3402
"gene-SAUSA300_RS10480",289,264,128,121,82,93
"gene-SAUSA300_RS10485",2,9,4,4,2,0
"gene-SAUSA300_RS10490",8503,9294,4034,3355,3001,2865
"gene-SAUSA300_RS10500",610,701,1735,1925,7081,7864
"gene-SAUSA300_RS10510",4183,5484,1606,1884,1753,2448
"gene-SAUSA300_RS10520",82,96,142,126,79,93
"gene-SAUSA300_RS10525",5771,5990,12386,12771,25318,25021
"gene-SAUSA300_RS10530",139,178,39,38,281,337
"gene-SAUSA300_RS10540",2326,2396,1269,1253,1334,1143
"gene-SAUSA300_RS10545",18,3,20,2,5,5
"gene-SAUSA300_RS10550",0,9,1,0,4,0
"gene-SAUSA300_RS10555",0,0,0,0,0,0
"gene-SAUSA300_RS10565",28,20,15,8,10,7
"gene-SAUSA300_RS10570",20,26,11,7,6,5
"gene-SAUSA300_RS10575",0,0,0,0,0,0
"gene-SAUSA300_RS10580",364,368,315,226,230,214
"gene-SAUSA300_RS10585",18,23,24,7,7,2
"gene-SAUSA300_RS10590",223,177,111,91,96,96
"gene-SAUSA300_RS10600",25,37,12,14,12,5
"gene-SAUSA300_RS10605",62,46,22,26,4,9
"gene-SAUSA300_RS10610",44,28,17,22,9,4
"gene-SAUSA300_RS10615",12,8,2,6,1,7
"gene-SAUSA300_RS10620",0,0,0,0,0,0
"gene-SAUSA300_RS10625",1,0,0,0,0,0
"gene-SAUSA300_RS10630",0,1,0,0,0,0
"gene-SAUSA300_RS10635",73,88,38,27,21,35
"gene-SAUSA300_RS10640",26,32,17,10,12,9
"gene-SAUSA300_RS10645",68,76,27,26,10,5
"gene-SAUSA300_RS10650",43,53,16,20,9,5
"gene-SAUSA300_RS10655",18,11,1,5,9,5
"gene-SAUSA300_RS10660",12,11,4,4,1,3
"gene-SAUSA300_RS10665",25,28,23,20,19,18
"gene-SAUSA300_RS10670",0,0,0,0,0,1
"gene-SAUSA300_RS10675",0,0,0,0,0,0
"gene-SAUSA300_RS10680",2,6,0,3,8,8
"gene-SAUSA300_RS10685",0,0,1,2,0,0
"gene-SAUSA300_RS10690",4,0,1,1,0,0
"gene-SAUSA300_RS10695",12,15,10,3,5,10
"gene-SAUSA300_RS10700",0,0,0,0,0,0
"gene-SAUSA300_RS10705",3,0,0,2,1,0
"gene-SAUSA300_RS10710",5,9,7,4,0,0
"gene-SAUSA300_RS10715",0,0,2,0,0,0
"gene-SAUSA300_RS10720",4,0,2,0,1,0
"gene-SAUSA300_RS10725",4,10,5,8,1,4
"gene-SAUSA300_RS10730",0,0,0,0,0,7
"gene-SAUSA300_RS10735",68,82,62,52,33,25
"gene-SAUSA300_RS10740",10,10,10,2,4,1
"gene-SAUSA300_RS10745",18,18,9,13,28,10
"gene-SAUSA300_RS10750",102,110,98,130,27,26
"gene-SAUSA300_RS10755",194,230,198,190,59,67
"gene-SAUSA300_RS10760",8,5,3,3,0,3
"gene-SAUSA300_RS10765",36,39,32,29,26,14
"gene-SAUSA300_RS10770",5,1,0,3,0,0
"gene-SAUSA300_RS10775",18,16,15,20,3,2
"gene-SAUSA300_RS10780",6,4,3,3,2,7
"gene-SAUSA300_RS10785",76,62,94,73,21,37
"gene-SAUSA300_RS10790",7,10,8,8,3,3
"gene-SAUSA300_RS10795",0,0,0,0,0,0
"gene-SAUSA300_RS10800",6,16,18,13,2,6
"gene-SAUSA300_RS10810",1466,1603,391,332,1345,1376
"gene-SAUSA300_RS10815",1027,1251,376,395,704,690
"gene-SAUSA300_RS10820",185,260,78,85,109,158
"gene-SAUSA300_RS10825",442,606,200,205,414,429
"gene-SAUSA300_RS10830",407,552,62,94,115,141
"gene-SAUSA300_RS10835",327,325,135,174,144,127
"gene-SAUSA300_RS10845",564,751,1467,1412,809,952
"gene-SAUSA300_RS10850",923,961,2292,2338,1705,1836
"gene-SAUSA300_RS10855",1349,1312,1263,1046,2135,2314
"gene-SAUSA300_RS10860",103,172,28,35,145,192
"gene-SAUSA300_RS10865",32,27,6,7,88,80
"gene-SAUSA300_RS10870",807,917,244,279,243,276
"gene-SAUSA300_RS10875",667,835,817,991,608,789
"gene-SAUSA300_RS10880",151,187,197,208,164,184
"gene-SAUSA300_RS10885",109,110,11,11,28,20
"gene-SAUSA300_RS10890",0,2,0,0,0,0
"gene-SAUSA300_RS10900",22480,23830,1702,1559,3560,3829
"gene-SAUSA300_RS10905",9707,10034,386,329,679,649
"gene-SAUSA300_RS10910",725,1033,347,325,425,458
"gene-SAUSA300_RS10915",2357,2390,1324,1130,2360,2646
"gene-SAUSA300_RS10920",629,783,1421,1256,824,819
"gene-SAUSA300_RS10925",2734,2868,2801,2847,3622,3882
"gene-SAUSA300_RS10930",288698,345904,3767718,3965120,3797298,4006390
"gene-SAUSA300_RS10935",18441,20408,45017,40750,46819,40804
"gene-SAUSA300_RS10940",15,16,34,23,26,47
"gene-SAUSA300_RS10945",13193,14180,32460,29860,32502,35503
"gene-SAUSA300_RS10950",2249,2764,7129,6769,7228,9003
"gene-SAUSA300_RS10955",12,17,12,16,9,6
"gene-SAUSA300_RS10960",3119,3163,1458,1317,1252,1153
"gene-SAUSA300_RS10965",7155,7083,3479,3238,2497,2592
"gene-SAUSA300_RS10970",1798,1652,2027,1564,976,886
"gene-SAUSA300_RS10975",33,27,9,5,48,58
"gene-SAUSA300_RS10980",29,55,0,2,0,5
"gene-SAUSA300_RS10985",2478,2444,99,84,93,97
"gene-SAUSA300_RS10990",3003,3196,1454,1215,2001,1790
"gene-SAUSA300_RS10995",1992,2058,481,445,393,415
"gene-SAUSA300_RS11000",0,0,0,1,0,0
"gene-SAUSA300_RS11005",885,1015,540,571,587,709
"gene-SAUSA300_RS11010",1356,1381,429,481,293,268
"gene-SAUSA300_RS11015",197,210,97,68,35,34
"gene-SAUSA300_RS11020",526,576,221,223,133,140
"gene-SAUSA300_RS11025",482,490,203,228,151,142
"gene-SAUSA300_RS11030",0,0,0,2,0,0
"gene-SAUSA300_RS11035",222,260,136,110,259,201
"gene-SAUSA300_RS11040",292,300,146,98,363,394
"gene-SAUSA300_RS11045",5,7,12,4,6,2
"gene-SAUSA300_RS11050",180,211,77,81,294,277
"gene-SAUSA300_RS11055",184,184,96,53,304,306
"gene-SAUSA300_RS11060",277,237,82,92,312,311
"gene-SAUSA300_RS11065",216,200,75,75,298,287
"gene-SAUSA300_RS11070",53,73,33,39,122,107
"gene-SAUSA300_RS11075",103,133,57,33,165,162
"gene-SAUSA300_RS11110",370,418,137,148,103,116
"gene-SAUSA300_RS11115",3187,3354,1349,1330,741,722
"gene-SAUSA300_RS11120",13755,12094,4399,3607,3068,2867
"gene-SAUSA300_RS11125",1030,1010,399,346,294,352
"gene-SAUSA300_RS11130",189,354,111,133,123,195
"gene-SAUSA300_RS11135",2971,2890,1494,1479,1054,1157
"gene-SAUSA300_RS11145",559,540,276,269,287,252
"gene-SAUSA300_RS11150",3,1,3,2,5,2
"gene-SAUSA300_RS11155",3228,3200,1159,1087,1170,1239
"gene-SAUSA300_RS11160",810,804,295,251,335,323
"gene-SAUSA300_RS11165",1067,979,337,373,386,483
"gene-SAUSA300_RS11170",2372,2235,1063,915,783,784
"gene-SAUSA300_RS11175",537,609,303,299,179,166
"gene-SAUSA300_RS11180",244,288,76,76,98,113
"gene-SAUSA300_RS11185",219,175,84,84,104,130
"gene-SAUSA300_RS11190",15,5,22,26,27,26
"gene-SAUSA300_RS11195",0,0,0,0,0,0
"gene-SAUSA300_RS11200",390,432,548,517,704,688
"gene-SAUSA300_RS11205",169,129,130,109,177,232
"gene-SAUSA300_RS11210",25256,26227,12336,10230,2539,2343
"gene-SAUSA300_RS11215",7098,7288,1957,1833,1819,1828
"gene-SAUSA300_RS11220",8630,8649,2280,2050,1861,1805
"gene-SAUSA300_RS11225",3600,4340,1386,1159,1670,1647
"gene-SAUSA300_RS11230",160,194,209,163,156,183
"gene-SAUSA300_RS11235",68,127,19,32,14,30
"gene-SAUSA300_RS11240",200,190,45,48,38,39
"gene-SAUSA300_RS11245",3098,3488,2193,1823,1800,1758
"gene-SAUSA300_RS11250",519,545,313,219,385,383
"gene-SAUSA300_RS11255",0,0,1,0,0,0
"gene-SAUSA300_RS11260",19,24,6,14,25,19
"gene-SAUSA300_RS11265",11301,13104,2871,2387,1468,1402
"gene-SAUSA300_RS11270",11,10,16,13,27,29
"gene-SAUSA300_RS11275",39,55,38,34,96,72
"gene-SAUSA300_RS11280",61,54,32,31,91,83
"gene-SAUSA300_RS11285",10,12,3,4,20,33
"gene-SAUSA300_RS11295",139,144,11,15,25,11
"gene-SAUSA300_RS11300",106,168,498,584,674,782
"gene-SAUSA300_RS11305",735,961,299,225,278,240
"gene-SAUSA300_RS11310",284,404,133,112,118,133
"gene-SAUSA300_RS11315",11652,10781,3583,2838,2819,2846
"gene-SAUSA300_RS11320",3791,4411,1436,1475,1997,2411
"gene-SAUSA300_RS11325",15,16,87,49,42,49
"gene-SAUSA300_RS11330",8291,8596,4532,4413,4419,5027
"gene-SAUSA300_RS11335",34075,34894,21328,18819,20419,21208
"gene-SAUSA300_RS11340",24190,22693,12891,11458,13439,13892
"gene-SAUSA300_RS11345",33488,31275,18802,16869,18170,18467
"gene-SAUSA300_RS11350",5340,5866,2818,2547,3285,3379
"gene-SAUSA300_RS11355",1543,1538,692,675,882,1072
"gene-SAUSA300_RS11360",541,491,256,239,286,322
"gene-SAUSA300_RS11365",8712,8250,5034,4396,5524,5837
"gene-SAUSA300_RS11370",8660,9110,6392,5609,6339,6233
"gene-SAUSA300_RS11375",5776,6024,3178,2822,3975,4330
"gene-SAUSA300_RS11380",3312,3503,2120,1776,2411,2522
"gene-SAUSA300_RS11385",16903,15615,9784,8457,11740,12089
"gene-SAUSA300_RS11390",9299,8495,5328,4203,6891,6448
"gene-SAUSA300_RS11395",239,240,84,75,114,108
"gene-SAUSA300_RS11400",1422,1489,588,524,566,529
"gene-SAUSA300_RS11405",2095,2193,1191,1050,546,570
"gene-SAUSA300_RS11410",3597,3668,2319,2008,919,901
"gene-SAUSA300_RS11415",2805,2893,2401,1968,1018,930
"gene-SAUSA300_RS11420",575,783,225,220,214,259
"gene-SAUSA300_RS11425",19009,20532,8715,7367,4778,4814
"gene-SAUSA300_RS11430",9710,9559,4589,3715,5411,5322
"gene-SAUSA300_RS11435",2704,2806,4876,4626,4539,4564
"gene-SAUSA300_RS11440",5988,5904,2937,2430,2296,2192
"gene-SAUSA300_RS11445",172116,164508,42992,36112,19726,19120
"gene-SAUSA300_RS11450",2113,2440,435,411,352,305
"gene-SAUSA300_RS11455",9720,9426,4363,3653,2772,2663
"gene-SAUSA300_RS11460",7114,7218,2766,2462,1480,1410
"gene-SAUSA300_RS11465",1487,1519,1062,876,1695,1682
"gene-SAUSA300_RS11475",3256,3263,1305,1099,626,696
"gene-SAUSA300_RS11480",3168,3457,718,697,584,566
"gene-SAUSA300_RS11485",2073,2178,217,166,184,186
"gene-SAUSA300_RS11490",2554,2303,155,124,138,138
"gene-SAUSA300_RS11495",1656,1898,693,663,576,705
"gene-SAUSA300_RS11500",61,95,110,123,188,256
"gene-SAUSA300_RS11505",1259,1229,1985,1607,3014,3174
"gene-SAUSA300_RS11515",364,418,432,322,509,643
"gene-SAUSA300_RS11520",14445,16065,3997,3679,3411,3433
"gene-SAUSA300_RS11525",3743,4471,3235,3033,2413,2646
"gene-SAUSA300_RS11530",3434,3480,599,487,462,471
"gene-SAUSA300_RS11535",6567,7848,2093,2130,1318,1448
"gene-SAUSA300_RS11540",196,231,134,100,92,90
"gene-SAUSA300_RS11545",1893,2080,1734,1556,1240,1398
"gene-SAUSA300_RS11550",4310,3823,2878,2372,1794,1652
"gene-SAUSA300_RS11555",2445,2554,1320,1387,1674,1748
"gene-SAUSA300_RS11560",3611,4017,2238,2081,2390,2511
"gene-SAUSA300_RS11565",9454,14680,3000,3664,1169,1415
"gene-SAUSA300_RS11570",97,167,152,176,285,353
"gene-SAUSA300_RS11580",1017,1218,486,582,343,447
"gene-SAUSA300_RS11585",27,65,43,42,28,39
"gene-SAUSA300_RS11590",1314,1529,585,484,498,531
"gene-SAUSA300_RS11595",392,301,142,97,113,105
"gene-SAUSA300_RS11600",20374,22053,3450,2848,872,949
"gene-SAUSA300_RS11605",2143,2207,17040,15109,177,167
"gene-SAUSA300_RS11610",2407,2671,7528,6660,837,875
"gene-SAUSA300_RS11615",600,551,1035,978,240,274
"gene-SAUSA300_RS11620",1483,1565,2633,2071,510,495
"gene-SAUSA300_RS11630",11042,10754,4864,4224,4054,4002
"gene-SAUSA300_RS11635",3604,4283,1955,2081,1517,1734
"gene-SAUSA300_RS11640",1885,2380,1903,1648,1315,1531
"gene-SAUSA300_RS11645",722,748,1172,996,1894,2169
"gene-SAUSA300_RS11650",0,0,0,0,0,0
"gene-SAUSA300_RS11700",0,3,0,0,0,0
"gene-SAUSA300_RS11705",7312,7388,2575,2083,1802,1679
"gene-SAUSA300_RS11710",777,855,591,508,472,493
"gene-SAUSA300_RS11715",1109,1421,818,870,644,841
"gene-SAUSA300_RS11720",771,851,518,513,614,644
"gene-SAUSA300_RS11725",1225,1347,912,814,690,746
"gene-SAUSA300_RS11730",5312,5509,3845,3372,2944,3085
"gene-SAUSA300_RS11735",1397,1406,1481,1304,1125,1042
"gene-SAUSA300_RS11740",504,591,1342,1346,1329,1311
"gene-SAUSA300_RS11745",2703,3043,368,369,211,236
"gene-SAUSA300_RS11750",404,435,63,58,275,297
"gene-SAUSA300_RS11755",239,253,36,41,166,130
"gene-SAUSA300_RS11760",1490,1807,97,80,1503,1772
"gene-SAUSA300_RS11765",0,0,1,2,2,0
"gene-SAUSA300_RS11770",302,366,209,186,255,241
"gene-SAUSA300_RS11775",941,948,649,589,793,758
"gene-SAUSA300_RS11780",215,212,80,62,140,155
"gene-SAUSA300_RS11785",1749,1669,1687,1740,1829,1917
"gene-SAUSA300_RS11805",18636,18560,16399,13934,18963,19397
"gene-SAUSA300_RS11810",4369,5853,2429,3653,3155,4128
"gene-SAUSA300_RS11815",18086,20391,16390,13975,19070,19569
"gene-SAUSA300_RS11820",10205,10210,3649,3051,1828,1653
"gene-SAUSA300_RS11825",1216,1197,285,329,277,269
"gene-SAUSA300_RS11830",7696,7565,1881,1604,1562,1371
"gene-SAUSA300_RS11835",4153,3822,634,500,447,477
"gene-SAUSA300_RS11840",209,212,188,150,297,301
"gene-SAUSA300_RS11845",120,148,122,98,233,238
"gene-SAUSA300_RS11850",2,9,16,11,10,9
"gene-SAUSA300_RS11855",20,41,49,32,57,88
"gene-SAUSA300_RS11860",66,30,89,96,86,123
"gene-SAUSA300_RS11875",815,959,604,529,482,498
"gene-SAUSA300_RS11880",612,602,485,384,652,628
"gene-SAUSA300_RS11885",2,23,1,1,3,1
"gene-SAUSA300_RS11895",226,309,20,65,26,19
"gene-SAUSA300_RS11900",710,848,384,370,254,269
"gene-SAUSA300_RS11905",278,277,68,44,35,32
"gene-SAUSA300_RS11910",47,27,4,2,1,1
"gene-SAUSA300_RS11915",975,989,190,185,116,126
"gene-SAUSA300_RS11920",958,976,409,365,635,640
"gene-SAUSA300_RS11925",746,863,346,326,452,505
"gene-SAUSA300_RS11930",355,356,7584,7162,15350,16829
"gene-SAUSA300_RS11935",956,947,1237,1098,47,44
"gene-SAUSA300_RS11940",4441,4556,7457,6180,178,192
"gene-SAUSA300_RS11945",2,0,0,0,6,7
"gene-SAUSA300_RS11950",22,32,22,18,37,41
"gene-SAUSA300_RS11955",1444,1906,2224,2754,2892,3440
"gene-SAUSA300_RS11960",852,1030,1919,2175,2287,2509
"gene-SAUSA300_RS11965",705,676,1653,1573,1834,2023
"gene-SAUSA300_RS11970",48,27,58,39,125,116
"gene-SAUSA300_RS11975",196,224,133,122,122,159
"gene-SAUSA300_RS11985",9200,8592,3037,2679,1767,1957
"gene-SAUSA300_RS11990",38679,38699,14515,11665,6876,6530
"gene-SAUSA300_RS11995",3748,3444,593,540,531,575
"gene-SAUSA300_RS12000",1196,1332,318,290,248,284
"gene-SAUSA300_RS12005",1035,1176,319,314,240,228
"gene-SAUSA300_RS12010",837,863,332,289,201,216
"gene-SAUSA300_RS12015",8566,9792,3583,3048,2666,2969
"gene-SAUSA300_RS12020",18269,18927,7295,6134,5601,6040
"gene-SAUSA300_RS12025",1331,1604,531,477,433,531
"gene-SAUSA300_RS12030",24615,20715,6226,6053,5185,5529
"gene-SAUSA300_RS12035",105,67,59,32,42,43
"gene-SAUSA300_RS12040",16977,12782,4860,4434,4241,3925
"gene-SAUSA300_RS12045",12688,13560,4452,4576,3855,4526
"gene-SAUSA300_RS12050",25937,26557,9409,8918,8032,8634
"gene-SAUSA300_RS12055",1811,1973,743,624,607,682
"gene-SAUSA300_RS12060",559,440,134,88,147,170
"gene-SAUSA300_RS12065",11977,11577,4118,3691,3558,3969
"gene-SAUSA300_RS12070",23097,20179,6623,5801,5999,6340
"gene-SAUSA300_RS12075",2451,2633,890,779,656,882
"gene-SAUSA300_RS12080",19337,16291,5811,4952,4868,4710
"gene-SAUSA300_RS12085",995,697,185,160,200,192
"gene-SAUSA300_RS12090",16391,14482,5286,4414,4365,4438
"gene-SAUSA300_RS12095",11048,9531,3259,3132,2882,3054
"gene-SAUSA300_RS12100",10292,9801,3494,3039,3028,3013
"gene-SAUSA300_RS12105",2155,2876,656,850,699,979
"gene-SAUSA300_RS12110",200,161,32,32,54,24
"gene-SAUSA300_RS12115",5365,5020,1883,1640,1639,1764
"gene-SAUSA300_RS12120",18330,17799,6685,5839,5886,5938
"gene-SAUSA300_RS12125",42875,31920,11659,10816,10785,10742
"gene-SAUSA300_RS12130",20006,16036,5011,4906,4611,4867
"gene-SAUSA300_RS12135",30339,26810,10451,8677,8782,8713
"gene-SAUSA300_RS12140",1279,1398,368,422,295,362
"gene-SAUSA300_RS12145",8177,8465,2835,2414,1918,2005
"gene-SAUSA300_RS12150",33430,30710,10548,8695,6752,6614
"gene-SAUSA300_RS12155",47841,43181,13980,12505,8092,8299
"gene-SAUSA300_RS12160",5376,8017,2779,3496,4249,6465
"gene-SAUSA300_RS12165",5801,6064,7460,6758,4156,4071
"gene-SAUSA300_RS12170",5739,5554,2555,2272,1278,1306
"gene-SAUSA300_RS12175",0,0,0,0,0,0
"gene-SAUSA300_RS12180",2732,2811,1453,1295,2145,2063
"gene-SAUSA300_RS12185",3582,4179,324,245,219,243
"gene-SAUSA300_RS12190",67,68,5,3,3,8
"gene-SAUSA300_RS12195",459,494,128,114,130,122
"gene-SAUSA300_RS12200",6887,7452,2131,1967,1427,1327
"gene-SAUSA300_RS12205",1507,1871,592,661,410,434
"gene-SAUSA300_RS12210",12046,11108,2777,2259,1927,1910
"gene-SAUSA300_RS12215",6378,6874,1747,1398,938,1013
"gene-SAUSA300_RS12220",156,264,37,53,54,42
"gene-SAUSA300_RS12225",1150,1339,172,195,157,192
"gene-SAUSA300_RS12230",152,113,135,105,239,236
"gene-SAUSA300_RS12235",184,225,230,182,323,263
"gene-SAUSA300_RS12240",389,602,216,235,88,156
"gene-SAUSA300_RS12245",190,190,45,38,31,43
"gene-SAUSA300_RS12260",2804,3019,1120,1121,975,1018
"gene-SAUSA300_RS12265",445,505,215,218,121,165
"gene-SAUSA300_RS12270",97,100,39,31,38,47
"gene-SAUSA300_RS12275",1077,885,519,506,440,420
"gene-SAUSA300_RS12280",582,524,419,477,348,361
"gene-SAUSA300_RS12285",1669,1542,1820,1430,1224,1283
"gene-SAUSA300_RS12290",1103,1242,735,658,642,686
"gene-SAUSA300_RS12295",702,682,611,572,291,322
"gene-SAUSA300_RS12300",1311,1127,1377,1146,592,663
"gene-SAUSA300_RS12305",227,321,338,317,143,144
"gene-SAUSA300_RS12310",543,618,634,584,317,330
"gene-SAUSA300_RS12315",2650,2856,2988,2702,1606,1638
"gene-SAUSA300_RS12320",871,919,320,298,153,156
"gene-SAUSA300_RS12325",501,611,123,95,507,530
"gene-SAUSA300_RS12330",911,848,151,131,762,726
"gene-SAUSA300_RS12335",470,499,166,139,190,243
"gene-SAUSA300_RS12340",4850,5199,581,524,512,556
"gene-SAUSA300_RS12345",3227,3096,980,830,916,801
"gene-SAUSA300_RS12350",97,81,45,27,16,24
"gene-SAUSA300_RS12355",337,332,190,236,127,103
"gene-SAUSA300_RS12360",84,79,54,48,36,32
"gene-SAUSA300_RS12365",507,579,518,516,350,389
