"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"radC",1156,1343,1349,808,800,727,679,1028,874,950,948,1572
"SAUSA300_RS08765",404,390,413,354,427,261,313,363,208,334,354,508
"SAUSA300_RS08775",10443,10266,12235,10275,12263,9620,8572,14084,11727,9729,9418,13841
"SAUSA300_RS08780",15338,15786,19669,15966,18939,15288,12899,21343,18387,14259,14901,20794
"SAUSA300_RS08785",2490,2479,2535,2040,2802,1876,1971,3036,2700,2292,2374,2623
"SAUSA300_RS08790",15001,13301,16428,11453,13718,11111,11511,15122,8542,13269,11660,16857
"SAUSA300_RS08795",5,10,15,7,11,4,3,8,8,6,15,19
"hemL",16225,17816,17494,13614,15697,12154,12489,18028,16738,14651,17778,19089
"hemB",7464,7410,7705,6100,6813,5565,5654,7584,6455,6240,7508,8666
"SAUSA300_RS08810",1403,1721,1391,967,1101,944,950,1247,1285,1220,1400,1612
"hemC",14009,15249,13764,8303,8787,7103,7748,10536,8744,11303,13469,15108
"SAUSA300_RS08820",6086,6080,5803,3124,3902,2933,3152,4687,3451,4711,4762,6228
"hemA",161702,177266,160660,116908,126045,102116,106803,164042,139276,135654,147329,153915
"yihA",599,604,546,517,680,431,542,741,548,584,565,665
"clpX",16721,15994,19432,15582,22366,13798,15312,23384,17331,17503,17266,19728
"tig",16072,17244,19467,11546,15229,10641,10930,16950,15705,15017,18009,20149
"SAUSA300_RS08845",1,0,0,0,1,0,1,1,0,2,0,0
"SAUSA300_RS08850",2226,2430,2422,1725,2493,1686,1815,2576,1986,2021,2056,2387
"SAUSA300_RS08855",274,353,354,265,368,263,230,412,371,235,332,287
"rplT",1565,1576,2016,1301,1629,1209,1156,1851,1297,1463,1583,2268
"rpmI",1616,2012,1986,1429,1531,1274,1366,1615,1534,1495,1949,2411
"infC",3780,4507,4542,3108,3513,3078,2828,3879,3538,3574,4139,5495
"SAUSA300_RS08880",9998,10282,14472,12538,16531,11715,11207,17594,14230,8253,8667,15228
"thrS",23572,15884,20128,12138,15769,14046,14709,18958,20493,15501,15742,23177
"SAUSA300_RS08890",134,147,153,95,147,98,30,138,145,122,122,175
"dnaI",9930,10245,10144,10752,14209,9134,10469,14804,12809,9240,9534,10271
"SAUSA300_RS08900",6788,7076,6721,7462,10211,6526,7208,10636,9697,5957,5951,6958
"nrdR",1771,2237,1912,2465,2906,2191,2063,3127,2786,1581,1815,1967
"gap_2",48481,50097,46090,45913,65852,39670,43805,73348,56500,46637,46052,49139
"coaE",3382,3886,3499,2459,3482,2237,2057,3720,3836,3355,2912,3652
"mutM",4458,4586,4844,3782,4919,3217,3272,5614,4707,4287,3927,5067
"polA",12403,11560,12699,10159,13587,9353,9234,14682,12395,11522,10547,13650
"SAUSA300_RS08930",446,430,434,290,365,261,262,455,227,334,343,472
"SAUSA300_RS08935",66526,63684,60481,69422,97408,62065,65502,108360,80916,56955,55198,57182
"SAUSA300_RS08940",22257,26903,19914,29757,39260,25998,24958,43279,37694,19102,21595,18581
"icd",42387,42917,49933,33175,48547,30070,30451,44854,39876,39044,44189,47566
"SAUSA300_RS08955",24589,24186,31555,18607,27471,18791,17881,24150,22784,23088,24767,28819
"SAUSA300_RS08960",18707,19164,17133,12666,16304,11036,13230,18211,12127,15853,19389,20547
"SAUSA300_RS15380",27,10,31,20,39,14,27,40,30,11,14,34
"pyk",51742,47698,62518,41894,57468,38543,43321,66915,52782,51250,51022,64640
"pfkA",10766,13603,12462,11807,14175,10411,10990,15089,13956,10104,12431,12748
"SAUSA300_RS08985",4824,4698,5175,3745,5074,3306,3571,5912,4431,5053,5016,6009
"accD",4494,4478,5112,3491,4434,3076,3371,5393,4378,4706,4552,5722
"SAUSA300_RS08995",6409,7539,7581,5206,6215,4795,4259,7335,7126,6384,7039,8352
"SAUSA300_RS09000",31051,32321,30847,22728,29087,19740,22561,33479,26862,30197,28428,34078
"pde2",6939,7728,7265,5054,6973,4532,4750,7994,7207,6862,6888,7888
"SAUSA300_RS09010",7398,8177,6672,5770,7087,4882,4929,8063,6932,6435,6532,7223
"SAUSA300_RS09015",42272,40249,57483,33296,43523,31297,26401,49274,40681,38669,35709,48296
"SAUSA300_RS09020",13842,13710,17603,12927,16985,13710,11103,19886,17045,10176,10923,16573
"SAUSA300_RS09025",12723,12961,13407,9419,13390,8979,8859,13588,12261,11621,11572,13501
"SAUSA300_RS09030",1,1,1,1,0,0,0,0,0,1,0,0
"ald_2",133296,121962,147369,97471,108624,92972,87863,116977,112950,108896,116907,136593
"SAUSA300_RS09040",115511,103967,141613,134875,159067,112904,122948,159789,135700,102219,94303,129995
"SAUSA300_RS09045",8867,9390,8164,9641,14407,7700,9372,14762,10522,9384,8855,9538
"SAUSA300_RS09050",4014,4067,3299,4031,6622,3448,4076,6503,5043,4032,3713,4118
"tpx",8163,8385,8393,8754,13852,7798,8886,12228,10031,7955,7725,8403
"SAUSA300_RS09060",1278,1347,1478,1078,1057,920,880,1184,1091,1071,1175,1400
"thiI",947,1005,1080,653,752,623,616,947,738,787,937,1283
"SAUSA300_RS09070",364,341,396,249,241,238,207,321,221,307,283,410
"SAUSA300_RS09075",0,0,0,0,0,0,0,0,0,0,0,0
"ezrA",56956,52434,62026,46665,59298,42078,40753,65010,56719,53023,44609,60435
"SAUSA300_RS09085",583,600,566,384,585,289,471,576,433,540,615,705
"rpsD",7834,6415,9898,4371,5240,4408,4519,6002,4448,6896,7313,11830
"SAUSA300_RS09100",1749,1816,1719,1551,2118,1522,1437,2274,1952,1579,1448,1911
"SAUSA300_RS09105",4776,5198,4464,5462,7218,4542,5137,7366,5307,4653,4293,4467
"SAUSA300_RS09110",2033,1709,2138,1321,2048,1154,1540,2276,1657,1928,1713,2421
"serA",3040,2848,3158,2134,3316,1754,2319,3652,2504,3005,3027,3559
"SAUSA300_RS09120",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS09125",3662,3846,3949,2917,3774,2556,2846,4720,3401,3449,3278,3940
"nagE",6894,6941,7084,5211,6853,4540,4928,7702,5826,7386,7499,8466
"SAUSA300_RS09135",587,716,696,375,519,334,313,616,405,556,805,810
"SAUSA300_RS09140",5723,7102,6159,4188,6809,3528,3724,7013,5073,5601,6275,6456
"tyrS",1361,1338,1598,764,1057,724,794,1296,1035,1263,1564,1914
"SAUSA300_RS09150",628,756,599,417,704,407,479,715,412,473,584,633
"SAUSA300_RS09155",0,0,0,0,0,0,0,0,0,0,0,0
"harA",27009,27668,23556,18018,25073,13317,17219,25213,17658,22332,29787,24114
"SAUSA300_RS09165",98744,103585,103821,92301,128659,89695,78178,136789,123795,93148,107246,110208
"acsA",30239,31648,31299,31338,44350,26745,28997,44763,38410,30456,28808,32886
"SAUSA300_RS09175",1910,2001,1768,1725,2506,1443,2016,2505,1732,1913,1863,1998
"SAUSA300_RS09180",5982,6686,5749,5047,7304,4083,5299,7450,5663,6082,6253,6640
"ccpA",8371,9187,9466,7568,10680,6586,6755,11043,9340,8283,8709,9575
"SAUSA300_RS09190",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS09195",3762,3683,4341,2609,3369,2342,2260,3776,2829,3055,3293,4159
"SAUSA300_RS09200",0,0,0,0,0,0,0,0,0,0,1,1
"SAUSA300_RS09205",67709,77978,94782,89325,108857,80617,64259,119389,121849,51478,53838,82178
"SAUSA300_RS09210",61550,59279,91385,82007,115069,70366,79024,122907,86378,51453,44183,77986
"murC",11960,12006,14341,10059,13591,9797,9333,15326,11609,11304,10914,15411
"SAUSA300_RS09220",39514,43036,50768,32555,41428,31913,28695,47487,44193,33718,39032,56192
"SAUSA300_RS09225",3987,4063,5236,3250,4292,3191,2780,4741,3936,3275,3795,5510
"SAUSA300_RS09230",4783,5239,5479,3983,4993,3414,3714,5390,4002,4061,4631,5873
"SAUSA300_RS09235",3347,3822,3560,2581,4098,2632,2055,3523,4007,3058,2764,3723
"SAUSA300_RS09240",22220,26061,25062,21048,27281,19042,17848,27720,24842,20952,22749,24722
"SAUSA300_RS09245",2105,1609,2171,1255,2360,1206,1265,2674,1014,2020,1569,2151
"SAUSA300_RS09250",1675,1913,1899,1599,2179,1431,1403,2152,1939,1542,1592,1828
"trmB",5565,5924,5558,4201,6123,3542,4527,6707,4076,5791,5444,6165
"SAUSA300_RS09260",6802,7874,6830,6256,8674,5088,6305,9011,6368,7503,6983,7909
"dat",14217,15235,15092,11317,16431,9485,12123,17990,12700,14667,13810,17318
"sapep",18639,22238,17813,15092,23462,12739,16096,24104,16868,18814,18026,20400
"SAUSA300_RS09275",8157,10057,15120,9182,11439,9229,6918,12497,12629,6298,7485,12569
"SAUSA300_RS09280",2659,3142,3337,2428,3075,2065,2239,3668,2590,2907,2838,3674
"SAUSA300_RS09285",4195,3932,4592,3490,4914,3129,3115,5010,3349,4133,3641,5107
"SAUSA300_RS09290",1725,1934,1867,1555,1886,1322,1573,2011,1519,1327,1995,1948
"sasC",2167,2299,2192,1807,2355,1603,1605,2502,2263,1862,1994,2585
"SAUSA300_RS09300",352,449,437,280,360,245,298,391,313,369,410,512
"leuS",3321,3492,3783,2578,3300,2506,2290,3693,3123,3337,3812,4495
"SAUSA300_RS09310",1306,1426,1467,951,1202,819,921,1310,980,1444,1241,1871
"SAUSA300_RS09315",1567,1554,1545,1855,2384,1591,1801,2484,1567,1705,1438,1881
"SAUSA300_RS09320",757,654,750,811,1053,741,756,1133,683,839,576,836
"SAUSA300_RS09325",11817,10678,11519,6159,9176,6369,6590,12646,8856,9092,10197,11298
"SAUSA300_RS09335",25,36,22,19,28,24,26,39,34,24,31,45
"SAUSA300_RS09340",12686,13296,13766,9663,12665,8288,9007,11983,10007,11215,11600,12429
"SAUSA300_RS09345",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS09350",8438,9872,9338,6753,8398,5920,5547,9184,8164,7424,7917,8917
"ribE",6396,8111,9659,8945,12828,10713,6643,10268,12080,6719,7502,8647
"ribB",31572,41590,41516,48992,65927,49703,39314,48621,53394,32429,39615,40463
"SAUSA300_RS09365",15752,21040,20455,24467,33340,25593,20405,25065,25330,16606,20908,20515
"ribD",35906,48670,46552,58657,75923,56964,47044,55998,63930,39260,47799,45562
"SAUSA300_RS09375",2286,2471,2993,2377,3831,2537,2441,3998,2720,1743,1811,2707
"SAUSA300_RS09380",245,268,286,180,236,168,178,297,231,200,287,347
"arsB",995,1030,1101,707,936,684,698,1080,747,842,1026,1359
"arsC",238,293,287,159,208,199,172,267,204,182,227,312
"SAUSA300_RS09395",4519,4518,4693,4995,7112,4498,4863,7845,4872,4963,4434,5222
"SAUSA300_RS09400",840,718,782,676,1148,666,582,1163,713,826,741,908
"sigS",844,897,915,446,514,361,417,565,484,672,593,967
"SAUSA300_RS09410",1351,1121,1498,514,827,543,528,848,503,1096,833,1602
"SAUSA300_RS09415",798,702,816,636,940,515,641,916,542,859,539,914
"sdpA",2468,1655,2331,958,1384,916,898,1265,913,1960,1578,2453
"SAUSA300_RS09425",4338,4340,3876,3412,4984,3075,3325,4255,3541,3998,3838,4158
"SAUSA300_RS09430",147,66,97,67,137,74,93,159,44,117,88,120
"crcB",107,109,102,90,113,68,111,139,72,112,109,94
"SAUSA300_RS09440",114,80,84,76,107,83,54,105,80,109,61,119
"SAUSA300_RS15400",10,10,5,10,8,4,0,5,4,3,6,4
"SAUSA300_RS09455",2499,2528,2594,2513,3284,2472,2162,3611,2783,1950,2395,2586
"SAUSA300_RS09460",10042,9351,10826,8156,11341,7209,7709,12536,9757,10254,8641,11384
"metK",2360,1989,2108,1071,1308,842,1157,1320,1054,1953,2214,2433
"pckA",172428,170910,195873,149312,188913,134134,134062,198869,153554,164990,172388,215080
"tnpA_3",217,199,297,139,185,94,99,168,202,156,226,234
"SAUSA300_RS09480",1418,1694,1242,1056,1699,939,1109,1689,1368,1356,1523,1373
"ytkD",360,520,341,264,402,215,199,463,336,320,427,352
"yidD",379,480,363,346,462,296,348,507,593,310,354,383
"menC",5669,5764,5620,4930,6328,4167,4482,6797,5437,5230,5685,5965
"menE",4035,4695,3758,3507,4864,3004,3494,5122,3908,3679,4191,4080
"SAUSA300_RS09505",22,36,23,13,15,16,15,17,29,10,18,32
"SAUSA300_RS09510",24825,24990,24969,10322,14601,8873,9768,14527,13463,21015,22592,25969
"SAUSA300_RS09515",150104,125016,140074,70749,95102,56856,71371,88727,57536,131106,133399,145668
"SAUSA300_RS09520",269,305,252,83,124,39,85,118,67,214,319,287
"SAUSA300_RS09525",76,79,88,43,47,20,15,47,26,69,90,89
"SAUSA300_RS09530",370,284,306,85,158,110,115,159,121,281,284,397
"SAUSA300_RS09535",168,157,137,70,142,74,74,126,99,131,131,159
"SAUSA300_RS09540",13,16,4,18,5,6,6,14,6,14,11,3
"SAUSA300_RS09545",11,15,9,5,27,15,13,24,8,10,8,15
"SAUSA300_RS09550",828,1057,985,757,808,707,559,930,1279,774,814,1003
"SAUSA300_RS09560",20,23,30,24,31,26,10,27,46,19,30,21
"pepA1",8,4,10,10,6,6,1,4,5,9,5,8
"SAUSA300_RS09565",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS15405",0,0,3,0,1,0,2,4,1,1,1,6
"SAUSA300_RS09570",105,76,149,82,133,84,80,153,24,126,76,138
"SAUSA300_RS09575",359,251,362,208,334,207,267,378,162,334,250,409
"SAUSA300_RS09580",1202,1299,1313,832,1165,838,815,1347,992,1027,991,1313
"SAUSA300_RS09585",1333,1510,1426,1300,1750,1128,1406,1725,1319,1230,1358,1494
"SAUSA300_RS09590",0,0,0,0,0,0,0,0,0,0,0,0
"splF",469,556,426,134,167,109,117,185,193,267,344,427
"splE",461,438,380,120,141,105,130,147,129,258,367,425
"splD",608,682,610,142,212,140,192,248,206,374,509,631
"splC",676,661,560,157,177,141,191,218,157,346,565,585
"splB",563,661,563,131,164,115,139,170,160,309,451,576
"splA",265,400,235,57,76,37,59,80,75,120,279,264
"SAUSA300_RS09630",1698,1734,1254,645,675,522,773,1344,997,1097,1293,1514
"SAUSA300_RS15410",21842,18541,26350,37089,44065,33401,31691,43565,31068,20786,15480,25062
"SAUSA300_RS09640",16150,11459,18606,21850,30758,21041,20935,32177,22164,14141,9044,17030
"SAUSA300_RS09645",30256,29019,33777,44669,54539,39581,38454,61626,53877,24398,19606,29745
"SAUSA300_RS09650",25220,29832,27568,45523,46759,37158,29643,50536,54580,20222,21308,24756
"SAUSA300_RS09655",112,82,116,77,118,79,96,140,52,90,99,82
"SAUSA300_RS09660",272,249,285,219,320,196,218,364,234,271,295,307
"SAUSA300_RS09665",500,406,465,328,492,265,311,568,308,410,405,553
"SAUSA300_RS09670",34,17,27,9,28,15,5,31,51,26,19,16
"SAUSA300_RS09675",4,3,6,0,4,0,3,2,13,2,9,2
"lukD",98,144,112,55,109,62,52,113,112,67,92,82
"lukE",23,28,60,47,59,28,28,39,29,26,39,55
"SAUSA300_RS09690",252,211,228,199,301,160,199,275,171,196,178,245
"SAUSA300_RS09695",1021,1055,1193,1011,1535,801,943,1539,751,849,653,1063
"SAUSA300_RS15420",0,2,0,0,1,1,0,0,0,0,0,0
"SAUSA300_RS09740",358,514,390,255,300,228,199,351,407,290,386,327
"SAUSA300_RS09750",4233,4103,4751,3515,4323,3116,3136,4827,4551,3626,4064,5099
"hemH",2769,2674,3386,2404,2753,2272,2187,3253,2759,2539,2533,3585
"hemE",2042,2142,2259,1877,2345,1655,1756,2344,2031,1737,1899,2316
"SAUSA300_RS09765",0,0,0,0,0,0,0,0,0,0,0,0
"traP",6575,8513,7430,5558,7332,4965,4920,7839,6812,6091,7039,7625
"SAUSA300_RS09775",8610,9234,9208,7725,10700,6240,6672,11133,6934,8641,8421,10007
"SAUSA300_RS09780",3845,4443,3761,4276,6120,3314,3898,5929,4070,4039,3912,4311
"SAUSA300_RS09785",4274,4266,4580,3449,5009,3219,3439,5461,3566,3748,3381,4475
"SAUSA300_RS09790",24337,26253,30159,30905,40327,26287,32194,39305,29841,20613,23415,27910
"SAUSA300_RS09795",205,108,163,144,249,94,197,228,79,179,113,165
"SAUSA300_RS09800",3268,3385,3792,1716,2417,1520,1575,2286,1793,2779,3028,3936
"yhaM",16512,17368,17457,14047,18377,11878,13554,20980,16708,16997,16877,19984
"SAUSA300_RS09810",30965,31757,32747,24357,32763,22451,23708,39643,29344,29833,29045,37226
"SAUSA300_RS09815",7814,7872,7577,5768,8473,5595,6348,10432,6450,7012,6592,8433
"SAUSA300_RS09820",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS09825",4326,4844,6105,2156,3337,2343,1675,4233,4225,3428,4297,5180
"SAUSA300_RS09830",1469,1364,1925,1461,2136,1383,1202,2180,1515,1388,1248,1964
"SAUSA300_RS09835",998,1109,905,666,1106,592,682,1003,809,900,977,983
"SAUSA300_RS09840",709,932,862,744,1027,650,602,1116,888,651,802,828
"SAUSA300_RS09845",1564,1673,1555,1624,2435,1630,1571,2315,1658,1436,1500,1595
"SAUSA300_RS09850",2815,2624,2799,2019,2744,1779,1926,2890,2246,2535,2790,2817
"fumC",16614,15842,18253,14327,20127,12928,14772,21537,17312,15153,16386,18364
"SAUSA300_RS09860",174,103,193,64,145,70,49,151,68,171,124,196
"SAUSA300_RS09870",1539,1447,2159,1394,2157,1460,721,2425,1629,1279,1006,1850
"SAUSA300_RS09875",39914,44452,53495,48653,62993,41502,42254,63640,56434,30775,32933,48105
"trmL",413,420,477,243,316,299,224,416,331,342,373,507
"queG",3537,3741,3928,3228,3641,3014,2774,4136,3802,3192,3629,4311
"SAUSA300_RS09890",1514,1687,2969,869,1349,925,834,1419,1626,1351,1494,3017
"SAUSA300_RS09895",2868,2968,5167,1680,2352,1568,1674,2472,2439,2439,2418,5332
"SAUSA300_RS09900",1907,1757,2267,1513,2141,1519,1455,2001,1490,1933,1744,2542
"SAUSA300_RS09905",374,471,539,329,507,253,293,383,241,375,412,481
"SAUSA300_RS16010",0,0,0,0,0,0,0,0,0,0,0,0
"perR",20270,19689,23311,11893,18064,11440,11447,22104,11902,19094,15384,22111
"SAUSA300_RS10065",6611,6290,6284,5631,8169,5160,5128,8333,5538,6581,5904,7364
"bcp",1816,1941,1735,1451,2051,1279,1176,2227,1941,1602,1600,1913
"SAUSA300_RS10075",5636,5767,6168,4412,5896,4272,4068,6052,5196,5087,6155,6994
"SAUSA300_RS10080",5451,5652,5676,4652,6832,3931,4621,7390,4606,5300,5181,5819
"SAUSA300_RS10085",1,1,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS10090",1704,1777,1824,1636,1881,1363,1324,2081,1583,1894,1513,1899
"SAUSA300_RS10095",1115,1275,1308,764,1072,789,673,1183,1136,988,1123,1257
"mutY",1060,955,973,842,1123,807,712,1178,918,897,968,1164
"SAUSA300_RS10105",19562,22406,20409,23065,30885,18734,20628,30916,23465,19146,18521,19769
"SAUSA300_RS10115",2949,2573,2958,1799,2996,1783,2022,3371,1528,2835,2319,3301
"SAUSA300_RS10120",5092,5456,5078,3547,5227,3301,3474,5675,3745,4671,5022,5810
"SAUSA300_RS10125",691,856,711,608,833,489,489,866,710,693,709,733
"recX",1227,1511,1254,944,1405,1033,907,1540,982,1209,1190,1382
"sgtB",3535,4757,4502,2794,3901,2350,2625,3893,2903,3205,3683,4404
"SAUSA300_RS10140",21938,24873,35406,39945,57064,38154,33486,58411,49889,17704,21349,30703
"SAUSA300_RS10145",93,54,62,28,46,47,53,67,102,75,56,66
"yfkAB",2175,2184,2325,2030,2182,1544,1799,2349,1996,1994,1909,2385
"SAUSA300_RS10155",3106,3732,3775,2894,4275,2803,2689,4851,3930,3038,3634,4575
"SAUSA300_RS10160",3604,3784,4641,3207,4667,3380,2912,5369,4374,3570,3517,4904
"SAUSA300_RS10165",37,55,58,35,42,38,25,30,41,35,34,57
"SAUSA300_RS10170",2975,4057,4335,3239,4732,3176,2487,5601,5372,2358,3271,4058
"SAUSA300_RS10175",2778,2904,3757,2623,3671,2531,1936,4417,4622,2424,2552,3561
"SAUSA300_RS10180",12344,13855,20518,13696,18876,15087,12896,21639,17856,9343,10963,19838
"vraR",2718,4033,3082,2050,2665,1630,1812,2929,2322,2974,3189,3198
"SAUSA300_RS10190",3196,4550,3307,2173,2986,1685,1836,3307,2631,3709,3430,3781
"liaF",804,926,825,475,735,378,425,799,454,871,721,941
"SAUSA300_RS10200",168,128,173,85,171,79,90,169,67,151,104,190
"map",4427,5183,4545,3122,4108,2618,2784,4399,4521,4062,4716,4862
"SAUSA300_RS10215",572,654,541,321,640,365,430,733,399,533,498,599
"SAUSA300_RS10230",45,40,55,34,51,27,23,33,8,46,34,42
"SAUSA300_RS10235",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS10240",1328,1510,1600,840,936,789,711,1230,1083,1030,1453,1740
"murT",3881,3545,4278,2348,2575,2111,1865,2988,2493,2860,3616,4451
"ftnA",8547,8433,9622,12110,9402,7495,10308,12176,10288,6095,7586,9224
"SAUSA300_RS10255",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS10260",499,526,486,383,537,335,414,573,435,495,483,561
"dinB",1057,1146,1155,908,1157,745,749,1172,866,1002,1077,1077
"SAUSA300_RS10270",1795,1942,2014,2256,3234,1892,2321,3438,1754,1919,1570,2134
"rlmD",1745,1787,1764,1340,1826,1286,1123,1990,1566,1588,1551,1713
"SAUSA300_RS10280",3091,3211,2817,2308,3208,2070,2315,3162,2294,2926,2892,3119
"SAUSA300_RS10285",0,0,0,0,0,0,0,0,0,0,0,0
"gatB",19379,20934,22808,12708,16412,11279,11586,19647,16924,18265,21211,27141
"gatA",10027,9681,11854,5985,8290,5401,6026,9683,7581,9591,10255,13935
"gatC",1056,1378,1110,620,841,481,647,973,763,916,1212,1369
"putP",6049,6019,6449,4906,6251,4078,4560,6693,5122,5904,6077,7198
"SAUSA300_RS10310",527,694,559,6841,9316,6162,5552,10252,9219,0,0,0
"ligA",7266,7861,7745,5069,6515,4602,4749,7580,6889,7033,7434,9020
"pcrA",4402,4143,4696,3416,4349,3268,3268,4806,4236,4149,4259,5366
"SAUSA300_RS10325",656,634,546,553,599,470,521,647,552,500,603,598
"SAUSA300_RS10330",2838,2746,3059,2166,3420,2281,2184,4012,2684,2813,2718,3258
"purB",9663,11474,10586,8979,13826,8369,8775,14679,11480,9631,10702,11059
"scpA",554,512,457,256,296,230,292,362,338,413,549,484
"SAUSA300_RS10345",76,71,59,36,44,15,33,39,22,53,52,59
"SAUSA300_RS10350",439,388,459,283,425,236,240,495,421,438,327,445
"SAUSA300_RS10355",3586,3165,3495,2484,3357,2144,2495,3886,3268,3211,2837,3954
"nadE",6389,6255,6801,4690,6226,4500,4391,7032,5731,6140,5809,7164
"SAUSA300_RS10365",6845,6561,6794,5514,6952,4877,4733,7387,6393,6226,5936,7630
"SAUSA300_RS10370",6810,6847,6812,5247,5515,4320,4662,6320,5298,5432,5825,7227
"SAUSA300_RS10375",3603,3625,3414,2377,3044,2054,2353,3753,2417,3123,2882,3931
"SAUSA300_RS10380",1,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS10385",10396,12001,13312,9219,14071,8018,9595,14059,10361,11171,10694,15806
"SAUSA300_RS10390",2438,2416,3437,2956,4232,3382,2507,4326,3900,1832,1925,3050
"SAUSA300_RS10395",4190,4807,4244,4274,5598,3456,3424,5891,4865,4709,4358,5066
"SAUSA300_RS10400",20393,17999,21544,16151,24186,15089,16663,26202,19792,20502,18110,23779
"SAUSA300_RS10405",0,0,1,1,4,0,0,1,0,0,0,2
"SAUSA300_RS10410",16795,16319,17115,16962,22008,14631,14076,21948,17705,16476,14591,18420
"SAUSA300_RS10415",5009,5938,5924,4329,6425,4010,4157,7021,6498,4839,5422,5739
"SAUSA300_RS10420",143,124,156,124,233,116,121,211,147,111,119,161
"SAUSA300_RS15465",73,69,68,72,98,51,50,98,77,49,51,69
"SAUSA300_RS10425",1699,1076,2037,699,1296,685,628,1584,472,1510,857,1788
"SAUSA300_RS10430",1728,1857,1887,1406,1870,1356,1353,1909,1604,1508,1669,1968
"SAUSA300_RS10435",8883,10821,8777,6647,9193,5374,5675,10182,8484,8723,9009,9751
"SAUSA300_RS10440",2667,2582,2297,1612,2629,1467,1709,2941,1518,2465,2343,2707
"SAUSA300_RS10445",3058,3944,2984,2349,3389,1879,2312,3648,1992,2797,3291,3145
"SAUSA300_RS10450",3563,3261,5293,4766,7825,5181,4418,6660,6838,3619,2583,4683
"pmtD",2606,1948,3084,1946,3282,2026,2350,3504,1571,2429,1539,3187
"pmtC",6842,6776,8998,6153,8352,5772,6410,9737,8596,6623,5632,8681
"pmtB",1809,1377,2267,1363,2313,1337,1839,2439,904,1664,1115,2312
"pmtA",8203,7696,9829,7486,9529,6539,7703,10581,9651,7356,6682,9621
"SAUSA300_RS10475",790,851,1007,727,849,624,348,1123,1613,764,778,957
"SAUSA300_RS10480",66,14,90,13,44,12,12,34,14,61,13,50
"SAUSA300_RS10485",14,37,19,16,6,19,4,21,28,13,20,20
"SAUSA300_RS10490",15452,16310,16530,16824,22862,14018,15601,22468,17853,13804,14552,15918
"eap",16134,15266,14769,5750,7698,5903,5714,8672,6807,10462,14969,13325
"SAUSA300_RS10505",769,745,959,565,1061,736,584,1018,791,626,700,915
"SAUSA300_RS10510",71,67,69,70,103,49,56,110,12,65,67,78
"SAUSA300_RS10520",382,299,355,270,463,248,288,488,247,379,285,329
"scn",14649,14112,18117,7612,8410,6443,6792,8860,7773,10698,14900,17865
"SAUSA300_RS10530",48,58,41,7,10,5,17,29,11,26,80,54
"SAUSA300_RS15815",432,562,411,294,393,290,230,446,326,367,373,430
"sak",1058,902,995,449,466,474,460,608,591,637,888,904
"SAUSA300_RS10545",27,23,42,50,46,38,28,30,32,20,21,35
"SAUSA300_RS10550",8,5,6,10,2,5,5,11,8,3,6,3
"SAUSA300_RS10555",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS15490",756,400,1177,520,364,408,559,667,610,560,433,836
"SAUSA300_RS10565",6,4,2,8,4,5,1,9,2,1,2,5
"SAUSA300_RS10570",16,16,13,4,15,16,13,31,14,20,15,16
"SAUSA300_RS10575",1,2,3,8,0,0,0,0,5,1,1,3
"SAUSA300_RS10580",679,653,762,635,829,515,565,955,775,531,591,716
"SAUSA300_RS10585",33,38,41,54,51,45,47,56,22,19,37,43
"SAUSA300_RS10590",787,776,828,904,973,728,768,1119,931,692,696,879
"SAUSA300_RS10600",38,45,51,63,66,51,41,64,47,50,40,46
"SAUSA300_RS15495",22,34,33,27,31,19,29,33,29,31,25,29
"SAUSA300_RS10605",49,43,35,45,43,32,23,59,42,36,34,28
"SAUSA300_RS10610",46,24,22,46,48,19,31,51,60,36,17,31
