"Id","Untreated-Rep1","Untreated-Rep2","Treated-Rep1","Treated-Rep2"
"PA3314",764,663,1016,1412
"PA3315",488,520,651,930
"PA3316",444,548,466,714
"PA3317",753,830,653,1054
"PA3318",600,642,380,541
"PA3319",1854,2438,1306,2107
"PA3320",319,257,143,332
"PA3321",634,785,805,1302
"PA3322",619,798,673,1111
"PA3323",699,864,810,1210
"PA3324",1266,1839,1451,2164
"PA3325",842,1030,644,945
"PA3326",1208,1018,827,1154
"PA3327",2886,3625,3081,6122
"PA3328",306,487,435,1032
"PA3329",527,630,374,745
"PA3330",384,531,368,751
"PA3331",640,814,702,1205
"PA3332",306,426,327,440
"PA3333",481,625,427,709
"PA3334",305,250,101,219
"PA3335",623,658,471,915
"PA3336",1048,1049,2882,3531
"PA3337",3192,3914,8995,9634
"PA3338",593,621,513,571
"PA3339",2523,3092,2826,3592
"PA3340",2010,2030,2907,3459
"PA3341",2880,3145,3193,3931
"PA3342",1070,1081,1033,1358
"PA3343",1866,1940,1905,2595
"PA3344",8990,9089,9581,11128
"PA3345",1123,1108,778,992
"PA3346",1821,2247,2009,2766
"PA3347",1201,1452,1553,1825
"PA3348",3582,3395,4819,5429
"PA3349",4711,4560,7716,8603
"PA3350",2432,2739,2616,2947
"PA3351",13076,15513,15796,19009
"PA3352",6304,7392,8793,10323
"PA3353",4069,5137,4876,6130
"PA3354",940,1300,1654,2127
"PA3355",1664,2178,1810,2480
"PA3356",5119,6635,7784,9483
"PA3357",2204,2432,2903,3850
"PA3358",513,479,703,1243
"PA3359",918,717,718,1175
"PA3360",502,639,532,893
"PA3361",307,286,120,177
"PA3362",684,531,302,424
"PA3363",736,850,552,711
"PA3364",1477,1751,1187,1843
"PA3365",734,832,814,1407
"PA3366",1762,1376,1553,1743
"PA3366.1",234,159,136,132
"PA3367",837,750,724,840
"PA3368",822,897,782,1101
"PA3368.1",606,559,521,595
"PA3369",776,702,520,677
"PA3370",450,331,213,349
"PA3371",592,486,403,504
"PA3372",679,823,930,1501
"PA3373",323,336,669,971
"PA3374",622,753,895,1479
"PA3375",271,496,413,698
"PA3376",288,507,426,821
"PA3377",707,926,549,905
"PA3378",962,1067,809,1549
"PA3379",260,370,469,799
"PA3380",103,154,218,385
"PA3381",488,544,401,803
"PA3382",680,835,442,739
"PA3383",811,894,415,670
"PA3384",482,543,337,737
"PA3385",14105,15780,14478,18377
"PA3386",583,520,609,844
"PA3387",994,1093,872,1234
"PA3388",805,1034,939,1313
"PA3389",565,529,368,537
"PA3390",419,452,382,455
"PA3391",4758,5693,15875,17692
"PA3392",12399,12308,74434,78117
"PA3393",2355,2439,13816,15340
"PA3394",546,642,4364,5769
"PA3395",687,694,3733,4453
"PA3396",309,354,1798,2201
"PA3397",10890,11897,12408,12744
"PA3398",1230,1553,1238,1742
"PA3399",639,804,678,795
"PA3400",1413,1751,1255,1774
"PA3401",1670,1903,1584,2204
"PA3402",1411,1542,1725,2370
"PA3403",763,696,826,1090
"PA3403a",746,758,577,819
"PA3404",836,1073,1091,1743
"PA3405",553,689,585,1117
"PA3406",541,713,561,1056
"PA3407",907,853,694,1207
"PA3408",2603,3195,1808,3253
"PA3409",769,873,554,759
"PA3410",3783,4178,1302,2123
"PA3411",204,204,195,334
"PA3412",313,258,78,190
"PA3413",1200,876,1017,1175
"PA3414",1152,1176,1583,2170
"PA3415",508,698,685,1156
"PA3416",439,679,640,1100
"PA3417",435,566,589,970
"PA3418",545,772,1202,1671
"PA3419",545,671,1024,1491
"PA3420",597,898,1038,2079
"PA3421",817,819,508,958
"PA3422",1491,1738,877,1464
"PA3423",1199,1522,1082,1566
"PA3424",715,662,889,1513
"PA3425",386,390,548,826
"PA3426",473,625,688,1053
"PA3427",1034,1268,964,1387
"PA3428",351,444,239,352
"PA3429",516,768,693,1062
"PA3430",991,1064,1790,2193
"PA3431",1110,883,2467,3097
"PA3432",798,601,1313,1762
"PA3433",780,919,784,1277
"PA3434",1160,1265,1059,1515
"PA3435",2774,2717,2733,2932
"PA3436",548,645,2209,2558
"PA3437",3687,4620,4243,5575
"PA3438",3425,3718,3893,4580
"PA3439",2904,3214,4080,4922
"PA3440",5808,6298,6793,7892
"PA3440a",4765,5728,5879,6742
"PA3441",516,537,431,522
"PA3442",576,620,873,1181
"PA3443",748,879,537,832
"PA3444",1033,1671,584,1066
"PA3445",2259,3150,766,1198
"PA3446",2214,2788,666,803
"PA3447",526,774,532,955
"PA3448",353,439,410,770
"PA3449",683,962,500,813
"PA3450",3798,4329,969,1070
"PA3451",328,126,100,110
"PA3452",21046,23172,20592,23385
"PA3453",1434,1391,1282,1612
"PA3454",1576,1900,1766,2100
"PA3455",2045,2269,2715,3349
"PA3456",1174,1363,2244,2911
"PA3457",630,601,1174,1296
"PA3458",1856,2049,3512,4269
"PA3459",6101,5875,8296,9569
"PA3460",4585,4396,5849,6875
"PA3461",2278,2166,2588,3419
"PA3462",1903,2432,1837,2868
"PA3463",401,488,364,549
"PA3464",940,1138,854,1544
"PA3465",2097,2262,4504,6085
"PA3466",5305,5368,6117,7478
"PA3467",813,1112,701,1369
"PA3468",6644,6426,6610,7518
"PA3469",2185,2094,2375,3022
"PA3470",1056,1058,1595,1717
"PA3471",10167,10046,10306,12587
"PA3472",4142,5044,4115,4864
"PA3473",1307,1761,1408,1785
"PA3474",1474,1590,1095,1494
"PA3475",1204,1608,1041,1473
"PA3476",962,1008,765,1063
"PA3477",2102,1964,1497,1951
"PA3478",1212,1406,1196,1832
"PA3479",963,1171,625,871
"PA3480",7129,7660,6376,7307
"PA3481",2789,3244,3607,4167
"PA3482",23726,23683,24736,28646
"PA3483",4880,5042,5145,5919
"PA3484",13591,12341,4814,5862
"PA3485",1618,1361,728,982
"PA3486",3690,4069,2252,2973
"PA3487",5772,5675,2821,3985
"PA3488",3434,3108,1495,2129
"PA3489",1380,1261,1297,1570
"PA3490",666,709,1267,1759
"PA3491",2893,3015,3994,5487
"PA3492",1421,1396,1743,2395
"PA3493",734,991,1347,1855
"PA3494",1673,1944,1575,2209
"PA3495",2471,2469,1972,2513
"PA3496",581,378,347,352
"PA3497",1198,1198,601,925
"PA3498",896,974,706,1104
"PA3499",347,332,237,463
"PA3500",962,907,827,1191
"PA3501",297,378,269,325
"PA3502",396,584,323,491
"PA3504",795,1124,936,1475
"PA3505",308,427,436,717
"PA3506",886,1025,1006,1673
"PA3507",576,695,600,938
"PA3508",780,924,693,1079
"PA3509",346,498,439,764
"PA3510",548,564,532,666
"PA3511",330,369,447,833
"PA3512",622,738,541,852
"PA3513",805,1069,812,1279
"PA3514",742,927,571,904
"PA3515",1025,1003,769,1035
"PA3516",1306,1589,1071,1541
"PA3517",1111,1363,806,1399
"PA3518",1049,1087,494,802
"PA3519",1327,1143,484,755
"PA3520",384,201,77,119
"PA3521",400,510,667,1341
"PA3522",2279,2654,1869,3264
"PA3523",872,1049,693,1288
"PA3524",5636,6306,7595,8911
"PA3525",18103,18313,17019,19388
"PA3526",1320,1560,2096,3009
"PA3527",14265,14585,16456,20309
"PA3528",6656,7137,7383,8187
"PA3529",18325,19952,24820,28205
"PA3530",2630,2186,1017,1553
"PA3531",5189,5307,12202,11648
"PA3532",3208,4088,7260,7636
"PA3533",8660,8636,11661,13182
"PA3534",1420,1745,1551,2350
"PA3535",2117,2813,2146,3478
"PA3536",552,687,662,914
"PA3537",8269,8481,6757,8124
"PA3538",7255,7763,7542,8482
"PA3539",3795,3806,3065,3482
"PA3540",1317,1077,547,767
"PA3541",1440,1455,735,1319
"PA3542",728,902,682,1146
"PA3543",366,507,537,1152
"PA3544",1223,1528,954,1647
"PA3545",1686,1573,1182,1590
"PA3546",1012,1183,776,1021
"PA3547",829,977,742,1177
"PA3548",1169,1214,660,1117
"PA3549",751,904,676,1263
"PA3550",720,970,715,1105
"PA3551",1626,1815,1216,1942
"PA3552",22826,23608,38566,47839
"PA3553",24838,23648,35333,42917
"PA3554",37689,34439,51123,61749
"PA3555",3723,4126,6930,10242
"PA3556",9868,10007,16186,21777
"PA3557",1027,1082,2604,3808
"PA3558",2352,2094,2683,3336
"PA3559",21620,22496,23564,28377
"PA3560",2309,2945,3563,4901
"PA3561",658,783,1100,1477
"PA3562",1647,1893,3013,4287
"PA3563",2526,3089,4758,6229
"PA3564",359,407,954,1395
"PA3565",891,970,963,1329
"PA3566",3298,3704,7116,8391
"PA3567",3344,3590,8549,10556
"PA3568",1745,1955,3213,4404
"PA3569",386,535,390,699
"PA3570",1404,1451,994,1557
"PA3571",951,1165,1149,1744
"PA3572",836,667,3337,3430
"PA3573",1522,1557,3509,4159
"PA3574",2313,2184,1708,2057
"PA3574a",600,626,710,782
"PA3575",1226,1511,2081,2149
"PA3576",688,844,1126,1410
"PA3577",281,127,137,162
"PA3578",2187,2268,2250,2889
"PA3579",5928,6607,9608,11077
"PA3580",4561,4509,4307,5100
"PA3581",7668,9127,8788,11275
"PA3582",9497,11455,13505,15853
"PA3583",4792,5229,4364,5087
"PA3584",25589,28613,55484,65097
"PA3585",948,1035,832,951
"PA3586",791,976,646,978
"PA3587",1746,2021,2187,2881
"PA3588",1204,1294,1105,1704
"PA3589",381,543,448,1148
"PA3590",734,953,864,1500
"PA3591",367,484,381,752
"PA3592",652,848,696,1354
"PA3593",961,1251,1011,1892
"PA3594",1013,1075,764,1141
"PA3595",1148,1405,748,1290
"PA3596",611,695,864,1380
"PA3597",1942,2109,1452,2150
"PA3598",6554,7900,6350,8892
"PA3599",16004,16759,8823,10752
"PA3600",8577,7989,5257,6169
"PA3601",18433,14278,9111,10514
"PA3602",5414,6326,5021,6152
"PA3603",1886,1955,1256,1506
"PA3604",2502,2351,2369,2613
"PA3605",1010,1131,1177,1671
"PA3606",806,978,1468,1761
"PA3607",2189,2411,1881,2253
"PA3608",1783,1876,1650,2034
"PA3609",1495,1689,1545,1842
"PA3610",2789,2752,2661,3086
"PA3611",5580,5542,4837,5346
"PA3612",2132,2037,1820,2032
"PA3613",8189,8643,13534,15558
"PA3614",5762,6323,10747,11819
"PA3615",3362,3363,4486,5224
"PA3616",3275,4099,4461,5162
"PA3617",18591,21481,22043,24211
"PA3618",483,419,359,683
"PA3619",1826,2076,1080,1709
"PA3620",16231,17631,18304,21309
"PA3621",3488,2775,3116,3322
"PA3621.1",293,212,147,161
"PA3622",6564,6431,4885,6092
"PA3623",3738,3661,3813,4175
"PA3624",4735,4455,5116,5921
"PA3625",9762,10337,10570,11927
"PA3626",2907,3345,3555,3974
"PA3627",2869,2881,3648,3735
"PA3628",3174,2987,4157,4235
"PA3629",6858,6488,9234,9677
"PA3630",1122,1344,912,1274
"PA3631",4885,4477,5373,6159
"PA3632",1641,1269,1472,1607
"PA3633",3430,3348,3731,4385
"PA3634",3420,3552,3350,3844
"PA3635",22463,21725,26420,27811
"PA3636",18418,19670,21827,26211
"PA3637",41571,41701,50388,54007
"PA3638",1174,1274,1899,2572
"PA3639",16976,18318,18755,21390
"PA3640",18663,18523,20088,22914
"PA3641",12741,11587,12643,14692
"PA3642",2292,2467,2373,2725
"PA3643",6889,5978,7972,8831
"PA3644",14913,14736,16098,17345
"PA3645",12165,12140,11434,12545
"PA3646",22270,25297,20969,25892
"PA3647",10168,10595,10262,11728
"PA3648",45430,46885,40035,45396
"PA3649",3875,4318,3991,4901
"PA3650",4440,5062,6563,7479
"PA3651",3108,3229,4332,4917
"PA3652",10891,11548,12836,14823
"PA3653",11255,11097,13904,14710
"PA3654",8106,8118,9433,10058
"PA3655",56660,54186,65741,70888
"PA3656",125346,113636,116178,133002
"PA3657",9137,9417,11730,12525
"PA3658",12114,12071,12677,13878
"PA3659",6031,6467,6551,8577
"PA3660",2685,2803,2422,3155
"PA3661",1352,1248,366,506
"PA3662",2362,2630,3837,4408
"PA3663",1061,1379,1527,1898
"PA3664",2380,2590,2672,3089
"PA3665",2534,2623,2929,4110
"PA3666",17744,17356,23221,25396
"PA3667",4551,4325,6013,7319
"PA3668",334,376,853,1255
"PA3669",826,1111,1116,1725
"PA3670",1507,1838,1360,2272
"PA3671",940,969,570,848
"PA3672",1158,1192,951,1313
"PA3673",9419,9459,9592,11597
"PA3674",6909,6907,6037,7569
"PA3675",4927,4620,4570,5137
"PA3676",4491,4634,3679,4833
"PA3677",707,919,958,1505
"PA3678",1275,1560,1827,2406
"PA3679",1035,1276,2059,2692
"PA3680",938,1137,1076,1659
"PA3681",505,721,698,1158
"PA3682",755,1033,1105,1685
"PA3683",2374,2765,2622,3324
"PA3684",1014,1133,1530,2153
"PA3685",1004,719,1273,1653
"PA3686",15104,16180,17674,19578
"PA3687",2828,3614,4838,6513
"PA3688",566,640,636,742
"PA3689",950,1050,1135,1296
"PA3690",1365,1711,2233,3124
"PA3691",12595,12641,17623,20937
"PA3692",23738,24788,30442,36567
"PA3693",803,826,1071,1341
"PA3694",1674,1610,1767,1963
"PA3695",2932,3489,3641,4451
"PA3696",1587,1797,1699,2311
"PA3697",3543,3597,3504,4099
"PA3698",1547,1456,1303,1590
"PA3699",1079,1103,1111,1720
"PA3700",35749,32591,35993,41044
"PA3701",23242,22054,22714,24930
"PA3702",1944,2057,2347,3031
"PA3703",1948,1976,2227,2764
"PA3704",2646,3132,4594,5577
"PA3705",1686,1783,2882,3398
"PA3706",1737,1892,2094,2711
"PA3707",1677,1894,2281,2533
"PA3708",4921,4966,5790,6693
"PA3709",1711,1867,1264,1668
"PA3710",1278,1574,1198,2188
"PA3711",1578,1978,1315,1772
"PA3712",699,963,990,1190
"PA3713",3615,4078,4066,5153
"PA3714",1110,1485,832,1195
"PA3715",2643,2913,1763,2159
"PA3716",21522,21109,10883,11887
"PA3717",633,634,514,588
"PA3718",1222,1607,1123,1654
"PA3719",308,349,330,547
"PA3720",753,853,838,1107
"PA3721",1826,1927,1834,1905
"PA3722",2790,2666,2766,2921
"PA3723",1062,1337,1543,2186
"PA3724",1722,1903,1119,1674
"PA3725",5064,5280,4724,5803
"PA3726",3028,3161,2375,2945
"PA3727",1959,1815,1042,1296
"PA3728",19589,18718,11082,14158
"PA3729",13328,11237,5833,6814
"PA3730",1665,1277,754,909
"PA3731",2590,2235,1862,2098
"PA3732",5096,4498,2676,2835
"PA3733",2239,2782,2088,2714
"PA3733a",770,767,419,528
"PA3734",1178,1281,855,1213
"PA3735",10272,11056,10369,11634
"PA3736",9910,10576,9930,10884
"PA3737",4790,4881,5281,5681
"PA3738",2053,2342,2219,2927
"PA3739",4676,4804,3542,4729
"PA3740",1117,1346,1239,1549
"PA3741",3113,2717,2418,2712
"PA3742",21864,22037,24909,26945
"PA3743",25776,24402,22125,22424
"PA3744",27288,27667,29204,29783
"PA3745",23481,21081,23369,24422
"PA3746",6454,7021,9115,10401
"PA3747",6398,6124,4979,6166
"PA3748",2512,2464,2577,3448
"PA3749",1359,1807,1564,2028
"PA3750",297,334,455,611
"PA3751",2703,2993,3765,4450
"PA3752",1183,1409,1271,1594
"PA3753",1784,1956,2006,2469
"PA3754",2300,2312,2787,3368
"PA3755",1213,1400,1344,1755
"PA3756",3944,4381,3291,4198
"PA3757",1570,1671,1179,1483
"PA3758",1675,2038,2305,2700
"PA3759",760,1155,1511,2043
"PA3760",1303,1634,2148,3168
"PA3761",1693,2223,1720,2595
"PA3762",694,686,633,785
"PA3763",29023,31135,41676,46131
"PA3764",3511,4372,3505,4572
"PA3765",278,417,314,540
"PA3766",2764,3033,1930,2688
"PA3767",1911,1758,1507,1612
"PA3768",7224,8242,7012,8748
"PA3769",27231,27969,32039,35377
"PA3770",28310,26337,30562,34089
"PA3771",1145,1554,1053,1792
"PA3772",650,809,524,923
"PA3773",285,509,548,1323
"PA3774",424,733,629,1185
"PA3775",658,875,563,942
"PA3776",700,766,653,1102
"PA3777",3058,3263,3384,4169
"PA3778",1988,2059,2219,2718
"PA3779",1147,1295,1815,2266
"PA3780",314,372,529,846
"PA3781",1190,1239,1453,1807
"PA3782",775,1042,1262,1754
"PA3783",506,598,616,917
"PA3784",1154,1190,1648,2147
"PA3785",2261,2366,3276,3943
"PA3786",1515,1712,2242,3455
"PA3787",1426,1734,1554,2001
"PA3788",634,687,917,1199
"PA3789",1879,1827,3690,5139
"PA3790",17304,17883,31158,36919
"PA3791",1937,2284,2735,3503
"PA3792",9471,9972,12211,14147
"PA3793",943,703,518,752
"PA3794",1620,1142,661,865
"PA3795",4385,4082,3287,3864
"PA3796",811,814,619,838
"PA3797",1989,2302,2832,3224
"PA3798",4586,4529,3695,4411
"PA3799",10017,9419,11044,12156
"PA3800",8546,8450,11486,12161
"PA3801",9267,8981,10903,11798
"PA3802",14569,15133,16949,19572
"PA3803",11604,11666,12779,14098
"PA3804",6182,6288,7889,9105
"PA3805",6787,6440,6136,7008
"PA3806",31015,31442,29915,34504
"PA3807",35306,34908,33104,36916
"PA3808",2450,2214,3365,3678
"PA3809",3083,2390,4309,4421
"PA3810",12062,11904,21428,22677
"PA3811",8818,8489,13959,14880
"PA3812",7101,6695,11231,12510
"PA3813",13621,14608,23597,26782
"PA3814",36494,39495,57142,65538
"PA3815",10370,11680,10239,12025
"PA3816",4996,5339,4724,5512
"PA3817",4015,3787,3773,4260
"PA3818",10381,10765,14508,16158
"PA3819",8850,8401,12557,13663
"PA3820",10906,9460,11593,13069
"PA3821",29141,29873,33541,38102
"PA3822",9532,10373,9778,11387
"PA3823",10000,10100,10305,11605
"PA3824",8503,8552,8991,9874
"PA3824.1",281,213,137,191
"PA3825",2140,2123,1288,1834
"PA3826",1406,1289,1114,1295
"PA3827",5071,5118,5315,5616
"PA3828",5521,5157,5523,6044
"PA3829",798,934,603,990
"PA3830",937,1257,1227,1699
"PA3831",9371,10302,11865,14049
"PA3832",2540,2467,2443,2936
"PA3833",2093,1765,2316,2764
"PA3834",37750,38374,43377,48368
"PA3835",1041,1097,671,897
"PA3836",4112,5392,3829,4305
"PA3837",1550,1831,1335,1650
"PA3838",1544,1830,1562,2262
"PA3839",3487,4035,5672,7594
"PA3840",5003,5449,6378,7059
"PA3841",29782,28412,40827,48270
"PA3842",8599,7808,7730,8742
"PA3844",1124,1219,1347,1876
"PA3845",882,1088,1702,2243
"PA3846",618,674,853,1104
"PA3847",1449,1687,1349,1600
"PA3848",2838,3120,3241,4035
"PA3849",5036,4664,4303,4772
"PA3850",4689,4720,3282,4096
"PA3851",1110,1215,1440,1952
"PA3852",1465,1907,2061,2482
"PA3853",1097,1280,1219,1489
"PA3854",504,707,619,789
"PA3855",1245,1568,1409,1505
"PA3856",1225,1155,1612,1834
"PA3857",3790,3996,4071,5013
"PA3858",1615,1968,1638,2398
"PA3859",3178,3047,4544,4868
"PA3860",2738,3274,3153,4131
"PA3861",18804,18005,22770,24467
"PA3862",2022,2321,3101,3944
"PA3863",943,1004,1734,2493
"PA3864",1253,1335,1528,1780
"PA3865",1909,2191,2638,2981
"PA3865a",1221,914,726,771
"PA3866",12233,9355,7332,8624
"PA3867",1043,734,393,498
"PA3868",1368,716,360,506
"PA3869",715,354,201,244
"PA3870",995,1009,1306,2619
"PA3871",1481,1184,1623,3678
"PA3872",2043,1716,2421,5127
"PA3873",1396,1317,2232,4884
"PA3874",4181,3983,5056,11120
"PA3875",12114,11360,10324,21908
"PA3876",2986,3328,1670,2715
"PA3877",6244,6773,1946,3139
"PA3878",6274,6241,8274,10100
"PA3879",3070,3498,5523,6299
"PA3880",1429,2023,6812,9015
"PA3881",1283,1303,2782,3369
"PA3882",1262,1581,2751,3909
"PA3883",773,864,1269,1890
"PA3884",604,424,352,484
"PA3885",559,612,663,1113
"PA3886",1394,1844,1891,2514
"PA3886a",711,754,605,804
"PA3887",6030,5334,4617,5382
"PA3888",4728,4731,4981,6254
"PA3889",3690,3485,3765,4600
"PA3890",3012,3082,2778,3693
"PA3891",3056,3075,3521,4269
"PA3892",1383,1490,1468,1887
"PA3893",2123,2412,2647,3804
"PA3894",1385,1624,1568,2275
"PA3895",3660,4069,3063,3850
"PA3896",2849,3451,2549,3506
"PA3897",988,1166,714,1231
"PA3898",1390,1654,1621,2220
"PA3899",2832,4126,2194,3287
"PA3900",839,947,696,1306
"PA3901",24082,22590,22070,30524
"PA3902",3727,4334,3478,4509
"PA3903",14844,14842,15098,16831
"PA3904",597,651,777,861
"PA3905",589,809,497,810
"PA3906",580,775,437,564
"PA3907",1109,1046,547,713
"PA3908",1336,1234,662,884
"PA3909",1526,1922,1554,2626
"PA3910",1070,1473,1124,1691
"PA3911",478,494,1241,1670
"PA3912",1158,1412,2460,2995
"PA3913",1663,1974,2949,3351
"PA3914",485,643,437,944
"PA3915",1952,2304,1208,1542
"PA3916",1226,1434,1698,2025
"PA3917",934,942,1060,1267
"PA3918",1336,1417,1885,2287
"PA3919",7170,7901,14894,17730
"PA3920",1064,1300,2361,3356
"PA3921",1625,2032,1930,3196
"PA3922",1170,1252,938,1413
"PA3923",2168,1936,1091,1783
"PA3924",1881,2083,1110,1615
"PA3925",1417,1725,1351,1761
"PA3926",1006,1491,904,1569
"PA3927",1037,1235,913,1386
"PA3928",480,517,745,844
"PA3929",2057,2179,2428,3133
"PA3930",3261,2952,3507,4500
"PA3931",7879,8713,1225,1055
"PA3932",1829,2333,899,1424
"PA3933",7255,7741,8611,9864
"PA3934",3126,3474,3436,4560
"PA3935",1050,1486,744,1292
"PA3936",544,780,576,975
"PA3937",684,836,419,889
"PA3938",2166,3167,890,1307
"PA3939",587,700,674,1123
"PA3940",29418,33115,21244,24271
"PA3941",1553,1727,1778,1956
"PA3942",3565,3470,3539,3907
"PA3943",2264,2422,2656,3304
"PA3944",1426,1870,1854,2245
"PA3945",2273,2216,2196,2849
"PA3946",4173,4466,2176,3599
"PA3947",1759,1411,790,1102
"PA3948",2896,2667,2368,2969
"PA3949",2097,2433,2953,3890
"PA3950",4238,4843,5299,6387
"PA3951",1564,1821,1618,2060
"PA3952",947,946,1136,1406
"PA3953",512,555,392,739
"PA3954",1341,1498,769,1105
"PA3955",1857,1958,1359,1942
"PA3956",822,864,602,823
"PA3957",460,655,691,1217
"PA3958",1328,1743,1961,2724
"PA3959",998,1171,817,1105
"PA3960",438,605,470,792
"PA3961",2199,2259,2832,4179
"PA3962",3245,3638,2549,3137
"PA3963",1439,2010,1732,2374
"PA3963a",261,356,443,732
"PA3965",2138,1651,1249,1638
"PA3966",2057,1410,1484,1474
"PA3967",3548,3680,3754,4328
"PA3968",1400,1581,1823,2290
"PA3969",1641,2001,2285,3047
"PA3969a",561,576,896,1156
"PA3970",6479,7418,9596,11359
"PA3971",281,375,570,807
"PA3972",2400,2832,6689,7999
"PA3973",717,822,1331,2004
"PA3974",3201,3508,3425,4545
"PA3975",2192,2662,4115,5406
"PA3976",3105,2973,4565,5983
"PA3977",13495,14328,15201,17799
"PA3978",4666,4805,4599,5428
"PA3979",1797,1722,1565,1827
"PA3980",12811,12824,12699,14268
"PA3981",19830,21530,33392,36784
"PA3982",10112,9425,13757,16111
"PA3983",10564,9715,12634,14282
"PA3984",4000,4448,3880,4670
"PA3985",669,793,841,1172
"PA3986",310,268,248,353
"PA3987",38177,38129,48801,54009
"PA3988",8782,8647,9964,14740
"PA3989",5834,6022,6541,7818
"PA3990",608,641,488,571
"PA3992",6622,6832,7714,9045
"PA3993",1331,1466,1174,1602
"PA3994",929,843,541,1018
"PA3995",872,807,922,1453
"PA3996",8417,8143,8814,9783
"PA3997",5558,5257,5728,6327
"PA3998",6026,6194,7288,9139
"PA3999",22601,23701,25088,29765
"PA4000",8649,8702,9343,11337
"PA4001",8114,8339,8268,9412
"PA4002",2568,2299,2072,2491
"PA4003",9143,10174,11349,13796
"PA4004",4959,5632,6442,7185
"PA4005",3904,3907,5257,5341
"PA4006",3092,3093,4019,4758
"PA4007",6051,6117,8669,10029
"PA4008",576,699,702,1441
"PA4009",725,739,530,1077
"PA4010",10333,10272,12670,13709
"PA4011",7273,7432,13332,14871
"PA4012",2348,2480,3661,4546
"PA4013",1348,1371,1765,2140
"PA4014",807,719,656,850
"PA4015",1481,1250,1120,1419
"PA4016",2013,2451,2444,3447
"PA4017",1999,2116,2443,3051
"PA4018",555,683,1228,1551
"PA4019",1600,1632,2101,2365
"PA4020",5939,5801,6335,7928
"PA4021",2188,2677,2313,3273
"PA4022",1529,1932,1011,1743
"PA4023",1284,1707,973,1633
"PA4024",1417,1524,1373,2335
"PA4025",661,866,734,1206
"PA4026",1714,1670,1924,2088
"PA4027",1079,1289,1543,1967
"PA4027a",580,663,851,1446
"PA4029",2489,2437,2214,2522
"PA4030",2293,2606,2707,3169
"PA4031",13531,13356,11507,11990
"PA4032",2011,2251,1766,2229
"PA4033",463,444,279,409
"PA4034",1094,1398,876,1177
"PA4035",1836,2177,2437,3218
"PA4036",2076,2585,2786,4247
"PA4037",1184,1072,451,799
"PA4038",1051,1157,529,905
"PA4039",2210,2204,1159,2045
"PA4040",1219,1563,988,1627
"PA4041",831,1019,850,1328
"PA4042",1175,1067,983,1295
"PA4043",1996,2129,2996,3887
"PA4044",15807,17425,20468,23290
"PA4045",917,980,1697,2200
"PA4046",1537,1625,2277,2631
"PA4047",3925,3756,4818,5180
"PA4048",1123,1192,853,1307
"PA4049",2344,2305,2350,2972
"PA4050",1478,1424,1410,1653
"PA4051",2169,2168,2977,3948
"PA4052",7587,8369,12079,12705
"PA4053",11895,11535,16893,17288
"PA4054",5952,6687,12262,14782
"PA4055",5985,6753,8729,10125
"PA4056",1415,1657,2552,3583
"PA4057",2609,2757,2595,3219
"PA4060",930,1048,729,1002
"PA4061",4882,6293,10077,11264
"PA4062",961,1062,1569,1757
"PA4063",22590,26500,12812,17692
"PA4064",10342,10011,4709,6436
"PA4065",9213,8547,5925,7226
"PA4066",2757,2341,1991,2571
"PA4067",58234,55526,124667,134347
"PA4068",4472,4624,5946,7391
"PA4069",4995,5225,5887,6873
"PA4070",1055,1132,873,1511
"PA4071",532,609,446,805
"PA4072",1634,1997,1459,2101
"PA4073",1154,1477,1455,1812
"PA4074",514,719,811,1278
"PA4075",535,647,762,1261
"PA4076",1120,1135,989,1327
"PA4077",658,560,382,601
"PA4078",1852,2555,1957,3307
"PA4079",1613,1909,1754,2053
"PA4080",1190,826,600,732
"PA4081",979,1125,639,1020
"PA4082",3034,3437,2292,3696
"PA4083",398,479,428,970
"PA4084",2317,2787,1531,2806
"PA4085",999,785,384,527
"PA4086",914,473,282,401
"PA4087",696,942,501,995
"PA4088",931,1195,844,1808
"PA4089",308,377,356,742
"PA4090",7581,8236,4912,7209
"PA4091",2535,2951,1699,2481
"PA4092",666,874,512,892
"PA4093",349,509,440,838
"PA4094",1139,1295,1081,1521
"PA4095",412,471,253,343
"PA4096",638,895,717,1298
"PA4097",272,406,448,800
"PA4098",479,659,504,896
"PA4099",1033,1409,882,1456
"PA4100",1204,1573,1757,2429
"PA4101",1124,1331,1134,1504
"PA4102",1097,1218,1065,1808
"PA4103",758,765,502,1039
"PA4104",783,965,500,791
"PA4105",668,766,443,805
"PA4106",890,1281,737,1268
"PA4107",396,453,397,863
"PA4108",1432,1946,1451,2386
"PA4108a",840,737,586,800
"PA4109",1304,1268,1170,1743
"PA4110",1550,1833,1096,1687
"PA4111",357,414,620,1053
"PA4112",3131,3946,4577,6800
"PA4113",2103,2289,2516,3175
"PA4114",2281,2277,2771,3211
"PA4115",11885,12601,15668,19402
"PA4116",1552,1451,1831,2323
"PA4117",5552,6126,6682,8058
"PA4118",1619,1965,1658,2278
"PA4119",939,1066,950,1444
"PA4120",658,767,404,710
"PA4121",789,1139,608,911
"PA4122",872,1338,774,1286
"PA4123",1060,1406,1290,1895
"PA4124",878,1049,992,1664
"PA4125",413,567,529,863
"PA4126",1252,1271,690,1292
"PA4127",733,1002,749,1193
"PA4128",307,388,554,1011
"PA4129",438,507,480,552
"PA4130",2111,2664,1808,2689
